MsgID.LOCAL_POSITION,1520547985.6903181,-0.0975849,0.3457882,-0.0552640
MsgID.LOCAL_VELOCITY,1520547985.6903181,-0.0000052,0.0000014,0.0000288
MsgID.GLOBAL_POSITION,1520547985.8493340,-122.3974488,37.7924788,0.0410000
MsgID.LOCAL_VELOCITY,1520547985.8493340,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520547985.8493340,-0.1757211,0.3928532,-0.0416943
MsgID.LOCAL_VELOCITY,1520547985.8493340,0.0000120,0.0000498,0.0003391
MsgID.GLOBAL_POSITION,1520547986.0993590,-122.3974499,37.7924794,0.0330000
MsgID.LOCAL_VELOCITY,1520547986.0993590,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520547986.0993590,-0.1169182,0.2949910,-0.0339808
MsgID.LOCAL_VELOCITY,1520547986.0993590,0.0000665,-0.0006120,-0.0036681
MsgID.GLOBAL_POSITION,1520547986.3483839,-122.3974500,37.7924811,0.0310000
MsgID.LOCAL_VELOCITY,1520547986.3483839,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520547986.3483839,0.0790493,0.2926069,-0.0310245
MsgID.LOCAL_VELOCITY,1520547986.3483839,0.0000078,-0.0000046,0.0000066
MsgID.STATE,1520547986.5794072,True,True
MsgID.GLOBAL_HOME,1520547986.5794072,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547986.5974088,-122.3974502,37.7924808,0.0330000
MsgID.LOCAL_VELOCITY,1520547986.5974088,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520547986.5974088,0.0417324,0.2712868,-0.0333588
MsgID.LOCAL_VELOCITY,1520547986.5974088,-0.0000057,-0.0000009,0.0000086
MsgID.GLOBAL_POSITION,1520547986.8484340,-122.3974499,37.7924800,0.2960000
MsgID.LOCAL_VELOCITY,1520547986.8484340,0.0000000,0.0000000,-1.9800000
MsgID.LOCAL_POSITION,1520547986.8494341,-0.0518587,0.2962601,-0.2962432
MsgID.LOCAL_VELOCITY,1520547986.8494341,0.0031003,0.0028589,-1.9870989
MsgID.GLOBAL_POSITION,1520547987.0984588,-122.3974516,37.7924800,0.9430000
MsgID.LOCAL_VELOCITY,1520547987.0984588,0.0200000,0.0000000,-2.9800000
MsgID.LOCAL_POSITION,1520547987.0984588,-0.0483037,0.1448840,-0.9437491
MsgID.LOCAL_VELOCITY,1520547987.0984588,0.0245145,0.0013733,-2.9840584
MsgID.GLOBAL_POSITION,1520547987.3474839,-122.3974517,37.7924806,1.7670000
MsgID.LOCAL_VELOCITY,1520547987.3474839,0.0200000,0.0100000,-3.4600000
MsgID.LOCAL_POSITION,1520547987.3484838,0.0176574,0.1380100,-1.7672198
MsgID.LOCAL_VELOCITY,1520547987.3484838,0.0215673,0.0101247,-3.4629416
MsgID.STATE,1520547987.5785069,True,True
MsgID.GLOBAL_HOME,1520547987.5795069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547987.5995090,-122.3974490,37.7924817,2.6530000
MsgID.LOCAL_VELOCITY,1520547987.5995090,0.0000000,0.0100000,-3.7400000
MsgID.LOCAL_POSITION,1520547987.5995090,0.1415575,0.3781692,-2.6550832
MsgID.LOCAL_VELOCITY,1520547987.5995090,0.0099076,0.0182542,-3.7489333
MsgID.GLOBAL_POSITION,1520547987.8485341,-122.3974494,37.7924815,3.6340000
MsgID.LOCAL_VELOCITY,1520547987.8485341,0.0000000,0.0000000,-3.8000000
MsgID.LOCAL_POSITION,1520547987.8495340,0.1175376,0.3396269,-3.6344650
MsgID.LOCAL_VELOCITY,1520547987.8495340,-0.0056584,-0.0092092,-3.8044858
MsgID.GLOBAL_POSITION,1520547988.0985589,-122.3974515,37.7924802,4.6060000
MsgID.LOCAL_VELOCITY,1520547988.0985589,-0.0200000,-0.0100000,-3.9200000
MsgID.LOCAL_POSITION,1520547988.0985589,-0.0249285,0.1521954,-4.6065164
MsgID.LOCAL_VELOCITY,1520547988.0985589,-0.0226134,-0.0141858,-3.9268193
MsgID.GLOBAL_POSITION,1520547988.3485839,-122.3974517,37.7924794,5.3680000
MsgID.LOCAL_VELOCITY,1520547988.3485839,-0.0100000,0.0000000,-1.7800000
MsgID.LOCAL_POSITION,1520547988.3485839,-0.1114106,0.1350214,-5.3680944
MsgID.LOCAL_VELOCITY,1520547988.3485839,-0.0171919,-0.0084830,-1.7842946
MsgID.STATE,1520547988.5776069,True,True
MsgID.GLOBAL_HOME,1520547988.5796070,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547988.5976088,-122.3974505,37.7924799,5.8460000
MsgID.LOCAL_VELOCITY,1520547988.5976088,0.0100000,0.0000000,-2.0800000
MsgID.LOCAL_POSITION,1520547988.5986090,-0.0628732,0.2488789,-5.8467259
MsgID.LOCAL_VELOCITY,1520547988.5986090,0.0115876,0.0047121,-2.0870125
MsgID.GLOBAL_POSITION,1520547988.8496339,-122.3974499,37.7924787,6.1970000
MsgID.LOCAL_VELOCITY,1520547988.8496339,0.0200000,0.0600000,-0.5300000
MsgID.LOCAL_POSITION,1520547988.8496339,-0.1893952,0.3006636,-6.1975584
MsgID.LOCAL_VELOCITY,1520547988.8496339,0.0215206,0.0677336,-0.5313260
MsgID.GLOBAL_POSITION,1520547989.0996590,-122.3974507,37.7924796,6.1380000
MsgID.LOCAL_VELOCITY,1520547989.0996590,0.2000000,0.3300000,0.8300000
MsgID.LOCAL_POSITION,1520547989.0996590,-0.0942037,0.2292050,-6.1380253
MsgID.LOCAL_VELOCITY,1520547989.0996590,0.2074483,0.3354974,0.8329599
MsgID.GLOBAL_POSITION,1520547989.3496840,-122.3974482,37.7924817,5.9240000
MsgID.LOCAL_VELOCITY,1520547989.3496840,1.2100000,0.9300000,0.6000000
MsgID.LOCAL_POSITION,1520547989.3496840,0.1429301,0.4496572,-5.9245210
MsgID.LOCAL_VELOCITY,1520547989.3496840,1.2106704,0.9387911,0.6019536
MsgID.STATE,1520547989.5797069,True,True
MsgID.GLOBAL_HOME,1520547989.5797069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547989.5997090,-122.3974446,37.7924851,5.8610000
MsgID.LOCAL_VELOCITY,1520547989.5997090,1.6000000,1.0400000,-0.1000000
MsgID.LOCAL_POSITION,1520547989.5997090,0.5186930,0.7666904,-5.8618574
MsgID.LOCAL_VELOCITY,1520547989.5997090,1.6055144,1.0405177,-0.1075301
MsgID.GLOBAL_POSITION,1520547989.8497338,-122.3974426,37.7924883,5.9380000
MsgID.LOCAL_VELOCITY,1520547989.8497338,1.1500000,0.8700000,-0.3500000
MsgID.LOCAL_POSITION,1520547989.8497338,0.8707533,0.9466199,-5.9385176
MsgID.LOCAL_VELOCITY,1520547989.8497338,1.1542852,0.8728917,-0.3547488
MsgID.GLOBAL_POSITION,1520547990.0997591,-122.3974404,37.7924903,5.9960000
MsgID.LOCAL_VELOCITY,1520547990.0997591,0.5900000,1.2700000,-0.1500000
MsgID.LOCAL_POSITION,1520547990.0997591,1.0928429,1.1462923,-5.9964581
MsgID.LOCAL_VELOCITY,1520547990.0997591,0.5982819,1.2780993,-0.1550614
MsgID.GLOBAL_POSITION,1520547990.3497841,-122.3974401,37.7924903,5.9980000
MsgID.LOCAL_VELOCITY,1520547990.3497841,0.5700000,1.3000000,-0.1500000
MsgID.LOCAL_POSITION,1520547990.3507841,1.0998869,1.1686460,-5.9984646
MsgID.LOCAL_VELOCITY,1520547990.3507841,0.5710716,1.3007400,-0.1530301
MsgID.STATE,1520547990.5788069,True,True
MsgID.GLOBAL_HOME,1520547990.5788069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547990.5988088,-122.3974401,37.7924903,5.9980000
MsgID.LOCAL_VELOCITY,1520547990.5988088,0.5700000,1.3000000,-0.1500000
MsgID.LOCAL_POSITION,1520547990.5988088,1.0998869,1.1686460,-5.9984646
MsgID.LOCAL_VELOCITY,1520547990.5988088,0.5710716,1.3007400,-0.1530301
MsgID.GLOBAL_POSITION,1520547990.8498340,-122.3974353,37.7924908,6.0060000
MsgID.LOCAL_VELOCITY,1520547990.8498340,0.3900000,1.4200000,0.0300000
MsgID.LOCAL_POSITION,1520547990.8498340,1.1484694,1.5988716,-6.0064292
MsgID.LOCAL_VELOCITY,1520547990.8498340,0.3937769,1.4287331,0.0390820
MsgID.GLOBAL_POSITION,1520547991.1008592,-122.3974330,37.7925145,5.8890000
MsgID.LOCAL_VELOCITY,1520547991.1008592,14.9400000,0.2700000,-0.4700000
MsgID.LOCAL_POSITION,1520547991.1008592,3.7923546,1.7986290,-5.8897009
MsgID.LOCAL_VELOCITY,1520547991.1008592,14.9460220,0.2754746,-0.4746407
MsgID.GLOBAL_POSITION,1520547991.3508842,-122.3974316,37.7925456,6.0020000
MsgID.LOCAL_VELOCITY,1520547991.3508842,12.0800000,0.5600000,-0.3300000
MsgID.LOCAL_POSITION,1520547991.3508842,7.2515211,1.9258950,-6.0022502
MsgID.LOCAL_VELOCITY,1520547991.3508842,12.0828266,0.5667355,-0.3296878
MsgID.STATE,1520547991.5799072,True,True
MsgID.GLOBAL_HOME,1520547991.5799072,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547991.5999091,-122.3974304,37.7925677,6.0480000
MsgID.LOCAL_VELOCITY,1520547991.5999091,9.3900000,0.5100000,-0.0100000
MsgID.LOCAL_POSITION,1520547991.6009090,9.6924334,2.0282850,-6.0488243
MsgID.LOCAL_VELOCITY,1520547991.6009090,9.3975515,0.5106832,-0.0118205
MsgID.GLOBAL_POSITION,1520547991.8499341,-122.3974282,37.7925880,5.9980000
MsgID.LOCAL_VELOCITY,1520547991.8499341,7.1400000,0.5200000,0.2600000
MsgID.LOCAL_POSITION,1520547991.8499341,11.9522305,2.2272537,-5.9979310
MsgID.LOCAL_VELOCITY,1520547991.8499341,7.1413894,0.5286039,0.2649776
MsgID.GLOBAL_POSITION,1520547992.0989587,-122.3974271,37.7926019,5.9470000
MsgID.LOCAL_VELOCITY,1520547992.0989587,5.0900000,0.5200000,0.1400000
MsgID.LOCAL_POSITION,1520547992.0999591,13.4934530,2.3254013,-5.9474010
MsgID.LOCAL_VELOCITY,1520547992.0999591,5.0958076,0.5282063,0.1497633
MsgID.GLOBAL_POSITION,1520547992.3509841,-122.3974242,37.7926112,5.9470000
MsgID.LOCAL_VELOCITY,1520547992.3509841,3.0500000,0.5000000,-0.1300000
MsgID.LOCAL_POSITION,1520547992.3509841,14.5336504,2.5799847,-5.9474463
MsgID.LOCAL_VELOCITY,1520547992.3509841,3.0588613,0.5085513,-0.1352387
MsgID.STATE,1520547992.5780067,True,True
MsgID.GLOBAL_HOME,1520547992.5800068,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547992.6010091,-122.3974234,37.7926164,5.9810000
MsgID.LOCAL_VELOCITY,1520547992.6010091,1.4900000,0.4600000,-0.1100000
MsgID.LOCAL_POSITION,1520547992.6010091,15.1108551,2.6535268,-5.9819694
MsgID.LOCAL_VELOCITY,1520547992.6010091,1.4948918,0.4664062,-0.1117364
MsgID.GLOBAL_POSITION,1520547992.8510342,-122.3974231,37.7926177,5.9930000
MsgID.LOCAL_VELOCITY,1520547992.8510342,0.0700000,0.4100000,0.0000000
MsgID.LOCAL_POSITION,1520547992.8510342,15.2502861,2.6827314,-5.9939642
MsgID.LOCAL_VELOCITY,1520547992.8510342,0.0701687,0.4198943,0.0048346
MsgID.GLOBAL_POSITION,1520547993.1010590,-122.3974220,37.7926155,5.9900000
MsgID.LOCAL_VELOCITY,1520547993.1010590,-1.1000000,0.3900000,0.0500000
MsgID.LOCAL_POSITION,1520547993.1010590,15.0063429,2.7779102,-5.9900804
MsgID.LOCAL_VELOCITY,1520547993.1010590,-1.1054542,0.3902694,0.0537917
MsgID.GLOBAL_POSITION,1520547993.3510840,-122.3974223,37.7926132,5.9840000
MsgID.LOCAL_VELOCITY,1520547993.3510840,-2.2500000,0.3500000,0.0400000
MsgID.LOCAL_POSITION,1520547993.3510840,14.7518082,2.7554998,-5.9843235
MsgID.LOCAL_VELOCITY,1520547993.3510840,-2.2577174,0.3507721,0.0448210
MsgID.STATE,1520547993.5791068,True,True
MsgID.GLOBAL_HOME,1520547993.5791068,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547993.6011090,-122.3974211,37.7926075,5.9830000
MsgID.LOCAL_VELOCITY,1520547993.6011090,-3.1800000,0.3100000,0.0400000
MsgID.LOCAL_POSITION,1520547993.6011090,14.1217432,2.8573225,-5.9831753
MsgID.LOCAL_VELOCITY,1520547993.6011090,-3.1826291,0.3191510,0.0487991
MsgID.GLOBAL_POSITION,1520547993.8511343,-122.3974194,37.7925971,5.9850000
MsgID.LOCAL_VELOCITY,1520547993.8511343,-4.0600000,0.2700000,0.0800000
MsgID.LOCAL_POSITION,1520547993.8511343,12.9630318,3.0071664,-5.9855499
MsgID.LOCAL_VELOCITY,1520547993.8511343,-4.0681410,0.2789372,0.0828960
MsgID.GLOBAL_POSITION,1520547994.1001589,-122.3974199,37.7925884,5.9970000
MsgID.LOCAL_VELOCITY,1520547994.1001589,-4.8200000,0.2200000,0.0200000
MsgID.LOCAL_POSITION,1520547994.1001589,11.9954529,2.9686143,-5.9978170
MsgID.LOCAL_VELOCITY,1520547994.1001589,-4.8286915,0.2244792,0.0211280
MsgID.GLOBAL_POSITION,1520547994.3501840,-122.3974191,37.7925770,6.0080000
MsgID.LOCAL_VELOCITY,1520547994.3501840,-5.4900000,0.1700000,0.0900000
MsgID.LOCAL_POSITION,1520547994.3501840,10.7367048,3.0369651,-6.0081458
MsgID.LOCAL_VELOCITY,1520547994.3501840,-5.4958754,0.1794346,0.0948207
MsgID.STATE,1520547994.5792069,True,True
MsgID.GLOBAL_HOME,1520547994.5792069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547994.6012092,-122.3974168,37.7925643,6.0100000
MsgID.LOCAL_VELOCITY,1520547994.6012092,-6.0500000,0.1300000,0.1300000
MsgID.LOCAL_POSITION,1520547994.6022093,9.3168421,3.2387843,-6.0105944
MsgID.LOCAL_VELOCITY,1520547994.6022093,-6.0547061,0.1351785,0.1341608
MsgID.GLOBAL_POSITION,1520547994.8512340,-122.3974156,37.7925493,5.9930000
MsgID.LOCAL_VELOCITY,1520547994.8512340,-6.5900000,0.0100000,0.1700000
MsgID.LOCAL_POSITION,1520547994.8512340,7.6572208,3.3440161,-5.9931946
MsgID.LOCAL_VELOCITY,1520547994.8512340,-6.5907969,0.0157772,0.1705608
MsgID.GLOBAL_POSITION,1520547995.1012590,-122.3974173,37.7925342,5.9860000
MsgID.LOCAL_VELOCITY,1520547995.1012590,-7.0700000,-0.1700000,0.0800000
MsgID.LOCAL_POSITION,1520547995.1012590,5.9762864,3.1978495,-5.9862614
MsgID.LOCAL_VELOCITY,1520547995.1012590,-7.0712991,-0.1709716,0.0834270
MsgID.GLOBAL_POSITION,1520547995.3522842,-122.3974181,37.7925172,5.9890000
MsgID.LOCAL_VELOCITY,1520547995.3522842,-6.8800000,-0.2800000,0.0200000
MsgID.LOCAL_POSITION,1520547995.3522842,4.0892153,3.1285870,-5.9897857
MsgID.LOCAL_VELOCITY,1520547995.3522842,-6.8872094,-0.2884386,0.0259727
MsgID.STATE,1520547995.5793071,True,True
MsgID.GLOBAL_HOME,1520547995.5793071,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547995.6003089,-122.3974186,37.7925042,5.9770000
MsgID.LOCAL_VELOCITY,1520547995.6003089,-5.1600000,-0.2600000,0.0700000
MsgID.LOCAL_POSITION,1520547995.6003089,2.6417894,3.0814950,-5.9776411
MsgID.LOCAL_VELOCITY,1520547995.6003089,-5.1654510,-0.2675582,0.0769359
MsgID.GLOBAL_POSITION,1520547995.8513341,-122.3974199,37.7924962,5.9720000
MsgID.LOCAL_VELOCITY,1520547995.8513341,-3.0200000,-0.2100000,-0.0200000
MsgID.LOCAL_POSITION,1520547995.8523340,1.7535675,2.9686100,-5.9724426
MsgID.LOCAL_VELOCITY,1520547995.8523340,-3.0238619,-0.2160180,-0.0248927
MsgID.GLOBAL_POSITION,1520547996.1013591,-122.3974218,37.7924909,5.9750000
MsgID.LOCAL_VELOCITY,1520547996.1013591,-1.4400000,-0.1800000,-0.0500000
MsgID.LOCAL_POSITION,1520547996.1023593,1.1658380,2.7946713,-5.9752913
MsgID.LOCAL_VELOCITY,1520547996.1023593,-1.4432245,-0.1829647,-0.0546575
MsgID.GLOBAL_POSITION,1520547996.3523843,-122.3974202,37.7924891,5.9680000
MsgID.LOCAL_VELOCITY,1520547996.3523843,-0.0200000,-0.0700000,-0.0300000
MsgID.LOCAL_POSITION,1520547996.3523843,0.9633271,2.9349613,-5.9682322
MsgID.LOCAL_VELOCITY,1520547996.3523843,-0.0214923,-0.0735756,-0.0397079
MsgID.STATE,1520547996.5794067,True,True
MsgID.GLOBAL_HOME,1520547996.5804071,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547996.6004090,-122.3974197,37.7924905,5.9690000
MsgID.LOCAL_VELOCITY,1520547996.6004090,1.2500000,0.0000000,-0.1300000
MsgID.LOCAL_POSITION,1520547996.6004090,1.1166352,2.9856951,-5.9697547
MsgID.LOCAL_VELOCITY,1520547996.6004090,1.2516748,-0.0050648,-0.1379994
MsgID.GLOBAL_POSITION,1520547996.8504341,-122.3974203,37.7924939,5.9900000
MsgID.LOCAL_VELOCITY,1520547996.8504341,2.3000000,0.0000000,-0.1400000
MsgID.LOCAL_POSITION,1520547996.8504341,1.5034506,2.9285083,-5.9900985
MsgID.LOCAL_VELOCITY,1520547996.8504341,2.3064046,-0.0091477,-0.1467876
MsgID.GLOBAL_POSITION,1520547997.1024592,-122.3974222,37.7924994,6.0090000
MsgID.LOCAL_VELOCITY,1520547997.1024592,2.5100000,0.0300000,-0.1500000
MsgID.LOCAL_POSITION,1520547997.1024592,2.1082535,2.7582648,-6.0096216
MsgID.LOCAL_VELOCITY,1520547997.1024592,2.5109489,0.0370022,-0.1503588
MsgID.GLOBAL_POSITION,1520547997.3524840,-122.3974193,37.7925067,6.0180000
MsgID.LOCAL_VELOCITY,1520547997.3524840,1.9300000,0.4700000,-0.0100000
MsgID.LOCAL_POSITION,1520547997.3524840,2.9161985,3.0152380,-6.0186529
MsgID.LOCAL_VELOCITY,1520547997.3524840,1.9349695,0.4737370,-0.0131072
MsgID.STATE,1520547997.5795069,True,True
MsgID.GLOBAL_HOME,1520547997.5795069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547997.6025093,-122.3974171,37.7925102,6.0030000
MsgID.LOCAL_VELOCITY,1520547997.6025093,1.1800000,1.2200000,0.0200000
MsgID.LOCAL_POSITION,1520547997.6025093,3.3070333,3.2148516,-6.0036540
MsgID.LOCAL_VELOCITY,1520547997.6025093,1.1885805,1.2254990,0.0285156
MsgID.GLOBAL_POSITION,1520547997.8525343,-122.3974153,37.7925122,5.9980000
MsgID.LOCAL_VELOCITY,1520547997.8525343,1.0700000,1.3600000,0.0000000
MsgID.LOCAL_POSITION,1520547997.8525343,3.5337646,3.3723054,-5.9980655
MsgID.LOCAL_VELOCITY,1520547997.8525343,1.0727563,1.3665575,0.0055782
MsgID.GLOBAL_POSITION,1520547998.1025593,-122.3974120,37.7925132,5.9900000
MsgID.LOCAL_VELOCITY,1520547998.1025593,0.9700000,1.3600000,0.0100000
MsgID.LOCAL_POSITION,1520547998.1025593,3.6478696,3.6715839,-5.9902606
MsgID.LOCAL_VELOCITY,1520547998.1025593,0.9702743,1.3680732,0.0110725
MsgID.GLOBAL_POSITION,1520547998.3525841,-122.3974058,37.7925159,5.9840000
MsgID.LOCAL_VELOCITY,1520547998.3525841,0.7000000,1.8500000,-0.0600000
MsgID.LOCAL_POSITION,1520547998.3525841,3.9417100,4.2142091,-5.9847612
MsgID.LOCAL_VELOCITY,1520547998.3525841,0.7026178,1.8529799,-0.0641619
MsgID.STATE,1520547998.5796068,True,True
MsgID.GLOBAL_HOME,1520547998.5806069,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547998.6026092,-122.3973998,37.7925169,5.9880000
MsgID.LOCAL_VELOCITY,1520547998.6026092,0.6100000,1.7100000,-0.1100000
MsgID.LOCAL_POSITION,1520547998.6026092,4.0563421,4.7499404,-5.9885345
MsgID.LOCAL_VELOCITY,1520547998.6026092,0.6163126,1.7169616,-0.1148862
MsgID.GLOBAL_POSITION,1520547998.8526342,-122.3973962,37.7925191,5.9770000
MsgID.LOCAL_VELOCITY,1520547998.8526342,1.1100000,1.2600000,0.0000000
MsgID.LOCAL_POSITION,1520547998.8526342,4.2966504,5.0755959,-5.9775028
MsgID.LOCAL_VELOCITY,1520547998.8526342,1.1161084,1.2636901,-0.0003561
MsgID.GLOBAL_POSITION,1520547999.1026590,-122.3973924,37.7925229,5.9570000
MsgID.LOCAL_VELOCITY,1520547999.1026590,1.2700000,1.3700000,-0.1400000
MsgID.LOCAL_POSITION,1520547999.1026590,4.7195730,5.4117084,-5.9579234
MsgID.LOCAL_VELOCITY,1520547999.1026590,1.2780679,1.3786821,-0.1478759
MsgID.GLOBAL_POSITION,1520547999.3526843,-122.3973900,37.7925256,5.9680000
MsgID.LOCAL_VELOCITY,1520547999.3526843,1.1200000,1.2300000,-0.2000000
MsgID.LOCAL_POSITION,1520547999.3536842,5.0190454,5.6255946,-5.9684353
MsgID.LOCAL_VELOCITY,1520547999.3536842,1.1226124,1.2389486,-0.2080712
MsgID.STATE,1520547999.5807071,True,True
MsgID.GLOBAL_HOME,1520547999.5807071,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520547999.6027093,-122.3973867,37.7925274,5.9800000
MsgID.LOCAL_VELOCITY,1520547999.6027093,1.3700000,0.8400000,-0.2200000
MsgID.LOCAL_POSITION,1520547999.6037092,5.2213879,5.9159431,-5.9809208
MsgID.LOCAL_VELOCITY,1520547999.6037092,1.3797622,0.8445718,-0.2213849
MsgID.GLOBAL_POSITION,1520547999.8527341,-122.3973825,37.7925291,5.9840000
MsgID.LOCAL_VELOCITY,1520547999.8527341,1.3800000,0.7000000,-0.0500000
MsgID.LOCAL_POSITION,1520547999.8527341,5.4055920,6.2882142,-5.9846768
MsgID.LOCAL_VELOCITY,1520547999.8527341,1.3836412,0.7046679,-0.0592251
MsgID.GLOBAL_POSITION,1520548000.1017590,-122.3973827,37.7925326,5.9760000
MsgID.LOCAL_VELOCITY,1520548000.1017590,1.3700000,0.9900000,-0.0700000
MsgID.LOCAL_POSITION,1520548000.1027591,5.7924633,6.2733855,-5.9762449
MsgID.LOCAL_VELOCITY,1520548000.1027591,1.3779341,0.9973524,-0.0786790
MsgID.GLOBAL_POSITION,1520548000.3517842,-122.3973794,37.7925379,5.9920000
MsgID.LOCAL_VELOCITY,1520548000.3517842,1.7300000,1.1300000,-0.0700000
MsgID.LOCAL_POSITION,1520548000.3517842,6.3875036,6.5676956,-5.9920478
MsgID.LOCAL_VELOCITY,1520548000.3517842,1.7357293,1.1315691,-0.0734470
MsgID.STATE,1520548000.5808070,True,True
MsgID.GLOBAL_HOME,1520548000.5808070,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1520548000.6028092,-122.3973747,37.7925409,6.0100000
MsgID.LOCAL_VELOCITY,1520548000.6028092,1.5000000,1.1600000,-0.0300000
MsgID.LOCAL_POSITION,1520548000.6038094,6.7246108,6.9792337,-6.0104609
MsgID.LOCAL_VELOCITY,1520548000.6038094,1.5018274,1.1643028,-0.0389106
MsgID.GLOBAL_POSITION,1520548000.8528342,-122.3973698,37.7925426,6.0130000
MsgID.LOCAL_VELOCITY,1520548000.8528342,0.8400000,1.4400000,0.1200000
MsgID.LOCAL_POSITION,1520548000.8528342,6.9137492,7.4228439,-6.0138240
MsgID.LOCAL_VELOCITY,1520548000.8528342,0.8484410,1.4492373,0.1283910
MsgID.GLOBAL_POSITION,1520548001.1018591,-122.3973671,37.7925446,5.9980000
MsgID.LOCAL_VELOCITY,1520548001.1018591,0.6400000,1.2700000,0.1600000
MsgID.LOCAL_POSITION,1520548001.1028593,7.1346970,7.6625190,-5.9981213
MsgID.LOCAL_VELOCITY,1520548001.1028593,0.6436660,1.2758104,0.1650671
